,Concentration,Seed,NumSamples,MaxIters,MaxCats,Converged,ARI,HeightARI,NumCats,NumBigCats,Means,Weights,Covs,NumLargeWeights,CategoryCounts,NumNasalSplits,NumHighSplits,NumLowSplits
58,1.0,18,400,3000,6,True,0.010559723979415674,0.023551324674338858,4,4,[1.90827681 2.14320039] [3.02129036 0.33318983] [1.51514851 3.67737199] [1.5347649  0.12073788],[7.32500578e-01 1.10857327e-01 8.58789196e-02 7.02853716e-02 3.19699191e-04 1.58105374e-04],[[1.68456221 0.31232451]  [0.31232451 1.97168053]] [[ 0.68213611 -0.15552362]  [-0.15552362  1.13772307]] [[ 0.36044404 -0.05136289]  [-0.05136289  1.2894337 ]] [[0.08366109 0.09241685]  [0.09241685 1.45839991]],4,"{0: 1344, 1: 124, 2: 44, 3: 88, 4: 0, 5: 0}",1,0,1
59,1.0,19,400,3000,6,True,0.10253010631382932,0.30694758861689503,3,3,[1.34882324 1.89800559] [2.30153868 3.02393516] [2.18707166 0.5918038 ],[3.97848595e-01 3.68586736e-01 2.33000243e-01 3.24041339e-04 1.60462444e-04 7.99234136e-05],[[ 1.17163296 -0.0532614 ]  [-0.0532614   1.80393092]] [[ 1.23762482 -0.10577277]  [-0.10577277  1.47311449]] [[1.40848914 0.12216363]  [0.12216363 1.03054548]],3,"{0: 580, 1: 626, 2: 394, 3: 0, 4: 0, 5: 0}",0,0,0
60,10.0,0,400,3000,6,True,0.0001511995559273873,0.0050055478803842654,3,3,[2.79573656 2.14259924] [-0.01848649  1.47105624] [1.20305339 1.96372522],[0.48907464 0.05692664 0.45235656 0.00060365 0.00054568 0.00049283],[[ 0.74445283 -0.06109793]  [-0.06109793  2.2141169 ]] [[ 1.6350336  -0.30497628]  [-0.30497628  1.84505437]] [[ 0.49807171 -0.16066286]  [-0.16066286  2.79760023]],3,"{0: 748, 1: 48, 2: 804, 3: 0, 4: 0, 5: 0}",3,0,1
61,10.0,1,400,3000,6,True,0.07419464719769911,0.28433752938264034,3,3,[2.11126809 2.51923795] [1.37290023 0.81237224] [-0.68087837  0.51655213],[6.84091771e-01 3.03577431e-01 1.07500929e-02 5.81042857e-04 5.25039180e-04 4.74622656e-04],[[ 1.35459465 -0.41419817]  [-0.41419817  1.97318408]] [[ 0.88629865 -0.32464945]  [-0.32464945  1.55167557]] [[1.94526707 0.95351584]  [0.95351584 1.78850683]],3,"{0: 1144, 1: 446, 2: 10, 3: 0, 4: 0, 5: 0}",1,0,1
62,10.0,2,400,3000,6,True,0.1434347483521197,0.7032639859073255,4,4,[2.0581515  0.80848029] [1.61663582 2.21972909] [3.6394695  3.07475425] [1.70236151 3.21898204],[0.50959299 0.09960908 0.06371485 0.32593593 0.00060287 0.00054428],[[1.62405987 0.1894572 ]  [0.1894572  1.32404903]] [[1.17389803 0.2534014 ]  [0.2534014  0.3567763 ]] [[0.418093   0.28434262]  [0.28434262 1.27284798]] [[ 0.95609033 -0.04651918]  [-0.04651918  1.38978377]],4,"{0: 894, 1: 42, 2: 98, 3: 566, 4: 0, 5: 0}",2,1,0
63,10.0,3,400,3000,6,True,9.6939331449375e-05,0.0031348232683955,2,2,[1.767877   1.98284103] [3.40783472 2.49485086],[7.90799477e-01 6.69275049e-04 6.67160298e-04 6.65052641e-04 9.19785593e-02 1.15220475e-01],[[1.47570619 0.01822565]  [0.01822565 2.46876749]] [[ 0.6020564  -0.43676346]  [-0.43676346  2.22034164]],3,"{0: 1550, 1: 0, 2: 0, 3: 0, 4: 0, 5: 50}",1,0,1
64,10.0,4,400,3000,6,True,0.05500313911515495,0.19271022066375154,4,4,[2.90258653 1.73298871] [1.32079808 2.98913627] [1.25504544 0.98815442] [-0.53769647  1.44164579],[0.48583273 0.31952355 0.1462855  0.00065997 0.0471103  0.00058795],[[0.86598349 0.1799413 ]  [0.1799413  2.58419316]] [[ 0.64287819 -0.03506572]  [-0.03506572  1.24036968]] [[0.44056743 0.04367745]  [0.04367745 0.72225224]] [[ 0.86858968 -0.32256583]  [-0.32256583  2.90836093]],4,"{0: 780, 1: 518, 2: 242, 3: 0, 4: 60, 5: 0}",3,0,3
65,10.0,5,400,3000,6,True,0.020485464253752826,0.06627892432770481,6,6,[2.67679029 3.10012399] [0.37720947 1.18753108] [1.42978411 2.04702861] [2.4238338  3.85595909] [2.78507297 0.14408274] [3.0127305  1.67247314],[0.12364116 0.08241665 0.41911252 0.09535881 0.13291543 0.14655543],[[0.78547157 0.3089884 ]  [0.3089884  0.48792301]] [[ 1.25320963 -0.42394999]  [-0.42394999  2.23176296]] [[ 0.56537744 -0.32451759]  [-0.32451759  2.5391834 ]] [[0.49377508 0.12133167]  [0.12133167 1.07792833]] [[0.94828932 0.02012934]  [0.02012934 0.53052378]] [[0.78059141 0.2166794 ]  [0.2166794  0.27756142]],6,"{0: 184, 1: 68, 2: 830, 3: 98, 4: 178, 5: 242}",3,0,2
66,10.0,6,400,3000,6,True,0.04173421847402983,0.12567531441613514,2,2,[1.97111704 1.57057728] [2.11742884 3.66095096],[7.98304652e-01 1.99605777e-01 6.04029163e-04 5.45828218e-04 4.93454165e-04 4.46259556e-04],[[ 1.40956515 -0.00807313]  [-0.00807313  2.0541555 ]] [[1.41823996 0.03453039]  [0.03453039 0.8457384 ]],2,"{0: 1324, 1: 276, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0
67,10.0,7,400,3000,6,True,0.1054644227908538,0.2961497091112962,4,4,[1.0397764  0.83085937] [3.02965191 1.34719563] [1.571861   3.03888021] [1.9450358  1.50088003],[0.21225599 0.27876466 0.31632701 0.19150613 0.00060236 0.00054385],[[0.59442818 0.05704415]  [0.05704415 1.23030071]] [[0.59839399 0.09414713]  [0.09414713 1.92155124]] [[1.42577084 0.38455418]  [0.38455418 1.28819066]] [[ 0.12659114 -0.01038228]  [-0.01038228  1.98500712]],4,"{0: 278, 1: 406, 2: 544, 3: 372, 4: 0, 5: 0}",3,0,3
68,10.0,8,400,3000,6,True,0.08117338637838371,0.2500636255509065,6,6,[1.15306061 1.28844986] [2.29077608 0.44113658] [2.75426223 2.72824553] [1.72429215 3.78696439] [3.76052719 1.67200076] [2.78141332 1.04734179],[0.36446985 0.08678579 0.12722891 0.24572468 0.08850725 0.08728353],[[ 1.07427039 -0.17089038]  [-0.17089038  1.91548589]] [[ 0.1580492  -0.15968635]  [-0.15968635  1.26560423]] [[1.15819647 0.34082266]  [0.34082266 0.35016004]] [[0.8913641  0.11531036]  [0.11531036 1.01430593]] [[ 0.96848115 -0.2824593 ]  [-0.2824593   0.79012235]] [[ 0.59055812 -0.43394308]  [-0.43394308  0.56896307]],6,"{0: 570, 1: 128, 2: 238, 3: 390, 4: 96, 5: 178}",4,0,4
69,10.0,9,400,3000,6,True,0.040603260942007516,0.12655187261352654,5,5,[2.9739623  0.33091564] [1.41579463 2.47536349] [2.94144217 1.71359489] [1.3545351  1.87617119] [2.71876463 3.38423479],[0.15159093 0.38978915 0.12187097 0.00066912 0.21588141 0.12019842],[[ 0.55757525 -0.19239556]  [-0.19239556  0.96792838]] [[1.40723766 0.45090041]  [0.45090041 2.68766942]] [[0.59919523 0.01114912]  [0.01114912 0.3453124 ]] [[ 0.26535982 -0.32805864]  [-0.32805864  2.382901  ]] [[0.52608581 0.02775539]  [0.02775539 0.59484059]],5,"{0: 222, 1: 542, 2: 234, 3: 0, 4: 408, 5: 194}",3,0,1
70,10.0,10,400,3000,6,True,0.11575421967704146,0.4641489768736189,4,4,[1.093629   1.78579575] [2.01516714 2.83682334] [1.7811994  0.50598121] [-0.59485227  1.27391662],[7.26209405e-02 5.78181516e-01 3.32756867e-01 1.53259208e-02 5.85762250e-04 5.28993868e-04],[[ 2.17786325 -0.93008238]  [-0.93008238  0.71474946]] [[ 1.10551667 -0.22982609]  [-0.22982609  1.63623186]] [[1.18310064 0.15712411]  [0.15712411 1.22054283]] [[1.61929517 0.1922437 ]  [0.1922437  0.56665559]],4,"{0: 40, 1: 992, 2: 554, 3: 14, 4: 0, 5: 0}",2,0,2
71,10.0,11,400,3000,6,True,0.04215778680468495,0.08456641723312464,4,4,[2.51604915 1.17622847] [1.14261093 2.41433937] [2.65342873 2.50636986] [ 1.91229826 -0.0581833 ],[0.08805788 0.31669254 0.44229538 0.0006681  0.00066525 0.15162085],[[ 0.97675918 -0.32395676]  [-0.32395676  0.40344622]] [[ 0.98745358 -0.09498141]  [-0.09498141  1.80070234]] [[ 0.84805884 -0.08045046]  [-0.08045046  2.16671416]] [[ 1.04440173 -0.24059844]  [-0.24059844  0.77771544]],4,"{0: 8, 1: 486, 2: 828, 3: 0, 4: 0, 5: 278}",1,0,0
72,10.0,12,400,3000,6,True,0.15234583739009672,0.697534149042346,4,3,[2.18334039 2.9116761 ] [2.02840177 0.80677279] [0.21506272 2.91620528] [4.11009368 4.05226162],[0.50696201 0.41542825 0.07126453 0.00526769 0.00056611 0.00051141],[[ 0.92084269 -0.05722693]  [-0.05722693  1.63197185]] [[1.16866599 0.01232134]  [0.01232134 1.30562084]] [[ 0.87186613 -0.07674183]  [-0.07674183  1.9775236 ]] [[1.72818835 1.31069863]  [1.31069863 2.51753938]],4,"{0: 834, 1: 688, 2: 74, 3: 4, 4: 0, 5: 0}",1,0,0
73,10.0,13,400,3000,6,True,0.10939732351907952,0.286146766393532,6,6,[1.68137641 0.61764653] [1.60742245 2.40394182] [3.1437248  1.13922441] [2.04733147 2.0340045 ] [0.94030185 2.35307057] [3.02164492 2.97670222],[0.19079138 0.1234557  0.13102015 0.11281201 0.19234368 0.24957707],[[ 1.30138415 -0.91183068]  [-0.91183068  1.87552485]] [[1.59225737 1.29835489]  [1.29835489 2.33752715]] [[ 0.63986709 -0.21478831]  [-0.21478831  0.58485698]] [[0.13987664 0.06851426]  [0.06851426 2.53936926]] [[ 0.60828017 -0.43674434]  [-0.43674434  2.58766485]] [[ 1.00706934 -0.02895862]  [-0.02895862  1.02051962]],6,"{0: 358, 1: 32, 2: 218, 3: 184, 4: 346, 5: 462}",6,0,2
74,10.0,14,400,3000,6,True,0.11881659518910492,0.3931804750266721,5,5,[1.84739588 1.59573258] [2.00990727 2.51979385] [2.03163993 0.62983419] [2.15827978 3.90244158] [1.91604225 0.85064573],[0.10613294 0.24615802 0.25394099 0.22654583 0.00066698 0.16655524],[[ 0.13029407 -0.07239505]  [-0.07239505  1.94099381]] [[ 1.73118805 -0.280156  ]  [-0.280156    0.24560933]] [[1.67517474 0.00767073]  [0.00767073 1.40873983]] [[ 1.1334334  -0.16373167]  [-0.16373167  0.81169158]] [[ 1.8646627  -0.33001246]  [-0.33001246  0.40983057]],5,"{0: 80, 1: 520, 2: 336, 3: 350, 4: 0, 5: 314}",0,0,0
75,10.0,15,400,3000,6,True,0.1473110999478743,0.6100813008130082,3,3,[2.17087522 1.07246748] [2.30984655 3.20033872] [0.45682881 2.39351301],[0.51642476 0.00067094 0.38308143 0.0006657  0.09856063 0.00059654],[[1.16996914 0.11804363]  [0.11804363 1.49534938]] [[1.0575798 0.0879552]  [0.0879552 1.2303491]] [[0.3907163  0.03877175]  [0.03877175 2.31096523]],3,"{0: 852, 1: 0, 2: 616, 3: 0, 4: 132, 5: 0}",1,1,0
76,10.0,16,400,3000,6,True,0.17806456406713805,0.8716974954930786,3,3,[1.94015136 2.89765378] [2.04000185 0.90577124] [2.07879122 1.75817669],[0.46525865 0.42417752 0.10892764 0.00060163 0.00054345 0.00049111],[[1.46096117 0.00441104]  [0.00441104 1.2779147 ]] [[1.62331123 0.01613577]  [0.01613577 1.16309455]] [[0.46495134 0.76448083]  [0.76448083 3.55101632]],3,"{0: 806, 1: 784, 2: 10, 3: 0, 4: 0, 5: 0}",0,0,0
77,10.0,17,400,3000,6,True,0.04465863440880993,0.14791754972956048,3,3,[2.01612301 1.40280756] [1.95813993 3.06514307] [1.42659708 3.93219282],[6.71927438e-04 7.10862755e-01 1.25761929e-01 6.67212726e-04 1.61436885e-01 5.99292033e-04],[[1.37094063 0.19228882]  [0.19228882 1.71319908]] [[1.86018582 0.59182528]  [0.59182528 0.47299803]] [[1.22306123 0.03035918]  [0.03035918 1.01069081]],3,"{0: 0, 1: 1248, 2: 104, 3: 0, 4: 248, 5: 0}",0,0,0
78,10.0,18,400,3000,6,True,0.010559723979415674,0.023551324674338858,4,4,[1.90834234 2.14335497] [3.02189864 0.33412727] [1.51511642 3.67434694] [1.53492998 0.12413541],[7.31078019e-01 1.10926203e-01 8.62691629e-02 7.05917153e-02 5.96381579e-04 5.38517549e-04],[[1.68576866 0.31310178]  [0.31310178 1.97134667]] [[ 0.68098435 -0.15522851]  [-0.15522851  1.13842376]] [[ 0.36106909 -0.05091689]  [-0.05091689  1.29100271]] [[0.08375452 0.09246489]  [0.09246489 1.45987671]],4,"{0: 1344, 1: 124, 2: 44, 3: 88, 4: 0, 5: 0}",1,0,1
79,10.0,19,400,3000,6,True,0.10098359393162824,0.2948498001676596,3,3,[1.35741729 1.91464456] [2.30855686 3.04205887] [2.18711451 0.60227361],[0.4032547  0.3585986  0.23650553 0.00060347 0.0005451  0.0004926 ],[[ 1.17532395 -0.05116467]  [-0.05116467  1.80400609]] [[ 1.2326253  -0.10518718]  [-0.10518718  1.45894264]] [[1.41404209 0.12625176]  [0.12625176 1.03998009]],3,"{0: 608, 1: 594, 2: 398, 3: 0, 4: 0, 5: 0}",0,0,0
80,100.0,0,400,3000,6,True,-0.0004912143898044374,0.003599855538415781,3,3,[2.81047379 2.14523307] [-0.01528132  1.45844566] [1.21267595 1.96517382],[0.48129738 0.05664224 0.46009655 0.00066131 0.0006554  0.00064713],[[ 0.73500857 -0.06241533]  [-0.06241533  2.20900878]] [[ 1.64603863 -0.3154907 ]  [-0.3154907   1.84021167]] [[ 0.50539205 -0.16029223]  [-0.16029223  2.79162906]],3,"{0: 736, 1: 46, 2: 818, 3: 0, 4: 0, 5: 0}",3,0,1
81,100.0,1,400,3000,6,True,0.07679199158118724,0.3060969503748613,3,3,[2.12265586 2.53258021] [1.37742503 0.83741988] [-0.55004143  0.61940762],[6.73225628e-01 3.12286760e-01 1.25410777e-02 6.55889434e-04 6.48817973e-04 6.41826991e-04],[[ 1.35213182 -0.42436882]  [-0.42436882  1.96773929]] [[ 0.88233516 -0.32800617]  [-0.32800617  1.57322517]] [[1.99392971 0.97818365]  [0.97818365 1.83765673]],3,"{0: 1124, 1: 466, 2: 10, 3: 0, 4: 0, 5: 0}",1,0,1
82,100.0,2,400,3000,6,True,0.1489617349063754,0.7398261149793259,4,4,[2.05857178 0.79621186] [1.60498871 2.21179375] [3.63998157 3.06749737] [1.70806519 3.19680988],[0.50381726 0.09813142 0.06415245 0.33258373 0.00066114 0.00065399],[[1.62677192 0.19088569]  [0.19088569 1.31430238]] [[1.17803134 0.25310484]  [0.25310484 0.35413066]] [[0.41774633 0.28381588]  [0.28381588 1.27542481]] [[ 0.9593745  -0.0499299 ]  [-0.0499299   1.40567192]],4,"{0: 876, 1: 40, 2: 102, 3: 582, 4: 0, 5: 0}",2,1,0
83,100.0,3,400,3000,6,True,0.007537066444516195,0.03839910961381382,3,3,[1.48297187 2.23307399] [2.09411608 0.61468222] [3.39712587 2.26812812],[0.58866698 0.12261879 0.00066944 0.00066814 0.09348911 0.19388753],[[1.32745297 0.18516925]  [0.18516925 2.37444794]] [[0.57333817 0.14898961]  [0.14898961 1.2279743 ]] [[ 0.61022403 -0.34793768]  [-0.34793768  2.22214843]],4,"{0: 1146, 1: 126, 2: 0, 3: 0, 4: 0, 5: 328}",1,0,0
84,100.0,4,400,3000,6,True,0.0516646173850053,0.18494405185476764,4,4,[2.89819499 1.7363537 ] [1.31908981 2.98045684] [1.26022164 0.97895683] [-0.45837029  1.46924121],[0.48857369 0.31771312 0.14073163 0.00066435 0.05166393 0.00065328],[[0.86700386 0.17753106]  [0.17753106 2.58247773]] [[ 0.62917983 -0.03292675]  [-0.03292675  1.24584033]] [[0.43121058 0.04781037]  [0.04781037 0.70134563]] [[ 0.91957344 -0.29882297]  [-0.29882297  2.89456022]],4,"{0: 786, 1: 518, 2: 236, 3: 0, 4: 60, 5: 0}",3,0,3
85,100.0,5,400,3000,6,True,0.02029739443171363,0.06858036272670419,6,6,[2.66145223 3.09484783] [0.37386944 1.18965061] [1.41959669 2.04662518] [2.40598842 3.85780673] [2.77346258 0.1437136 ] [2.99685639 1.66985441],[0.12563672 0.08242304 0.40979631 0.09741465 0.13494816 0.14978112],[[0.79058467 0.31102713]  [0.31102713 0.48499965]] [[ 1.24872797 -0.4234515 ]  [-0.4234515   2.23254846]] [[ 0.55966768 -0.32979099]  [-0.32979099  2.54501562]] [[0.50600849 0.12426869]  [0.12426869 1.07271386]] [[0.95350631 0.01955482]  [0.01955482 0.53127497]] [[0.78871712 0.21796465]  [0.21796465 0.2792195 ]],6,"{0: 186, 1: 68, 2: 820, 3: 98, 4: 182, 5: 246}",3,0,2
86,100.0,6,400,3000,6,True,0.041024790233734634,0.1239073674772108,2,2,[1.97808286 1.57753423] [2.09186081 3.67389418],[8.01671014e-01 1.95724946e-01 6.61642190e-04 6.54499907e-04 6.47439195e-04 6.40458943e-04],[[1.41359385 0.00251889]  [0.00251889 2.05937257]] [[1.40917754 0.04975926]  [0.04975926 0.83281294]],2,"{0: 1326, 1: 274, 2: 0, 3: 0, 4: 0, 5: 0}",0,0,0
87,100.0,7,400,3000,6,True,0.10450012526599983,0.2895706787457701,4,4,[1.00495864 0.83143633] [3.02258458 1.35512889] [1.56116768 3.04404067] [1.9417933  1.49062856],[0.20480572 0.28323957 0.31225369 0.19838667 0.00066074 0.00065361],[[0.56870685 0.05652279]  [0.05652279 1.23181875]] [[0.60262546 0.09598253]  [0.09598253 1.92934678]] [[1.42534322 0.39141199]  [0.39141199 1.28981028]] [[ 0.12949389 -0.00874557]  [-0.00874557  1.97222061]],4,"{0: 278, 1: 406, 2: 538, 3: 378, 4: 0, 5: 0}",3,0,3
88,100.0,8,400,3000,6,True,0.08409452368029667,0.25588920945755866,6,6,[1.13280164 1.26435406] [2.28649775 0.41494628] [2.74691785 2.72673446] [1.71942493 3.7786736 ] [3.75471965 1.68903061] [2.75437591 1.06719544],[0.35448099 0.08610939 0.12777262 0.24946146 0.08908794 0.0930876 ],[[ 1.06240577 -0.18024163]  [-0.18024163  1.89894195]] [[ 0.16073672 -0.16120859]  [-0.16120859  1.24304964]] [[1.16194744 0.34224306]  [0.34224306 0.34972665]] [[0.89362562 0.11585407]  [0.11585407 1.01742846]] [[ 0.97257471 -0.29371551]  [-0.29371551  0.79072956]] [[ 0.60320378 -0.44245454]  [-0.44245454  0.57723778]],6,"{0: 548, 1: 130, 2: 246, 3: 394, 4: 96, 5: 186}",4,0,4
89,100.0,9,400,3000,6,True,0.03614998734252254,0.11965231436968553,5,5,[2.972568   0.32996405] [1.38537187 2.48460502] [2.93365003 1.70730275] [1.35330443 1.87086408] [2.71123447 3.37332039],[0.15249955 0.37308975 0.12346689 0.00066918 0.22209602 0.12817861],[[ 0.55814089 -0.19081189]  [-0.19081189  0.96438365]] [[1.406261   0.46799439]  [0.46799439 2.71456896]] [[0.60442849 0.0131886 ]  [0.0131886  0.3419283 ]] [[ 0.26774693 -0.32307405]  [-0.32307405  2.37046303]] [[0.53741344 0.02711095]  [0.02711095 0.61459769]],5,"{0: 220, 1: 498, 2: 238, 3: 0, 4: 442, 5: 202}",3,0,1
90,100.0,10,400,3000,6,True,0.1097144720047198,0.4456684251429368,4,4,[1.56630676 1.57209042] [2.07139201 2.92815357] [1.73302652 0.350309  ] [-0.71111717  1.70753342],[0.13533349 0.54522322 0.29137106 0.02676544 0.00065694 0.00064985],[[ 1.26472036 -0.49683608]  [-0.49683608  0.60581575]] [[ 1.11630303 -0.28556705]  [-0.28556705  1.53882821]] [[1.14465753 0.11034217]  [0.11034217 1.10791538]] [[ 1.40758029 -0.1948819 ]  [-0.1948819   1.37870488]],4,"{0: 120, 1: 934, 2: 516, 3: 30, 4: 0, 5: 0}",1,0,1
91,100.0,11,400,3000,6,True,0.05238979513852896,0.10545408281015436,4,4,[2.46938071 1.20492054] [1.1191454  2.51289189] [2.65256719 2.52884873] [ 1.86770391 -0.00285913],[0.09425021 0.29461559 0.44034542 0.00066881 0.00066685 0.16945312],[[ 0.99729839 -0.33505996]  [-0.33505996  0.40594141]] [[ 0.97701215 -0.07912041]  [-0.07912041  1.69587885]] [[ 0.84802478 -0.08322742]  [-0.08322742  2.13087781]] [[ 1.08048908 -0.25966658]  [-0.25966658  0.80876804]],4,"{0: 8, 1: 454, 2: 828, 3: 0, 4: 0, 5: 310}",1,0,0
92,100.0,12,400,3000,6,True,0.15304066925279408,0.7636488312095879,3,3,[1.73025798 3.02467704] [2.06633394 0.89796547] [2.48880574 2.94122059],[0.40545439 0.45519598 0.13738769 0.0006611  0.00065395 0.00064689],[[1.63635771 0.04576048]  [0.04576048 1.74105246]] [[1.13652207 0.03549458]  [0.03549458 1.37608056]] [[0.36360802 0.02332711]  [0.02332711 1.36567701]],3,"{0: 754, 1: 824, 2: 22, 3: 0, 4: 0, 5: 0}",1,1,0
93,100.0,13,400,3000,6,True,0.09960336506120257,0.2652221633555213,6,6,[1.6885289  0.58028512] [1.55025834 2.38026203] [3.14211191 1.12407923] [2.04675522 2.02925511] [0.94365267 2.33479234] [3.01579227 2.95634774],[0.18362909 0.1139102  0.12841001 0.11440506 0.1994451  0.26020053],[[ 1.31067165 -0.91388696]  [-0.91388696  1.848601  ]] [[1.56623253 1.31016244]  [1.31016244 2.36168185]] [[ 0.64383317 -0.2154858 ]  [-0.2154858   0.58026471]] [[0.14047463 0.06743565]  [0.06743565 2.52129272]] [[ 0.61087021 -0.43511814]  [-0.43511814  2.56925347]] [[ 0.99977081 -0.01090644]  [-0.01090644  1.06238597]],6,"{0: 334, 1: 32, 2: 212, 3: 180, 4: 368, 5: 474}",6,0,2
94,100.0,14,400,3000,6,True,0.11541472942522105,0.4021391894171904,5,5,[1.84680559 1.59703057] [2.02028421 2.51701444] [1.99564292 0.60077866] [2.16239413 3.89532886] [1.95199825 0.84760733],[0.10596466 0.24732778 0.23777467 0.22785612 0.00066774 0.18040902],[[ 0.13015011 -0.07384601]  [-0.07384601  1.95945038]] [[ 1.73531943 -0.28462866]  [-0.28462866  0.246222  ]] [[1.66291302e+00 8.35429433e-06]  [8.35429433e-06 1.42058913e+00]] [[ 1.1361182  -0.16689628]  [-0.16689628  0.81684554]] [[ 1.86339765 -0.33299864]  [-0.33299864  0.42888054]],5,"{0: 64, 1: 524, 2: 260, 3: 350, 4: 0, 5: 402}",0,0,0
95,100.0,15,400,3000,6,True,0.1494860599976827,0.6493495934959349,3,3,[2.17989989 1.01625923] [2.32407022 3.14664423] [0.48113049 2.39129728],[0.48958876 0.00067073 0.40063115 0.00066726 0.10778467 0.00065742],[[1.16500955 0.12023677]  [0.12023677 1.45075722]] [[1.03526388 0.09381016]  [0.09381016 1.26488771]] [[0.4013795  0.04058903]  [0.04058903 2.3074712 ]],3,"{0: 814, 1: 0, 2: 638, 3: 0, 4: 148, 5: 0}",1,1,0
96,100.0,16,400,3000,6,True,0.17357520322863187,0.923841474236158,3,3,[1.93226824 2.93535305] [2.04154109 0.94131719] [2.08191902 1.76882311],[0.44409442 0.43534782 0.11859801 0.00066035 0.00065322 0.00064617],[[1.46400551 0.00504363]  [0.00504363 1.24765226]] [[1.63478678 0.01574299]  [0.01574299 1.18438854]] [[0.4712749  0.73451659]  [0.73451659 3.46543462]],3,"{0: 780, 1: 810, 2: 10, 3: 0, 4: 0, 5: 0}",0,0,0
97,100.0,17,400,3000,6,True,5.086152289666926e-05,0.0002004419175573245,3,2,[1.92934516 1.96933148] [0.60029085 3.94903753] [4.4848386  3.40859188],[6.70008935e-04 9.69178459e-01 6.64586560e-04 6.59633921e-04 2.31855717e-02 5.64174033e-03],[[1.38382804 0.07174889]  [0.07174889 2.38180928]] [[ 0.70234795 -0.5114929 ]  [-0.5114929   0.9532675 ]] [[2.6607247  1.34241527]  [1.34241527 1.67440926]],3,"{0: 0, 1: 1584, 2: 0, 3: 0, 4: 12, 5: 4}",1,1,0
98,100.0,18,400,3000,6,True,0.036260219849000505,0.10467828982953584,5,5,[1.97659638 2.39811345] [2.9079724  0.50446921] [1.50319301 3.44665242] [1.54924294 0.10879834] [0.78029804 0.69920629],[0.61314362 0.15367232 0.0973306  0.07889194 0.00066275 0.05629876],[[1.73136643 0.22512046]  [0.22512046 1.78656809]] [[ 0.70716904 -0.18143335]  [-0.18143335  1.21205717]] [[ 0.36828014 -0.02217354]  [-0.02217354  1.480455  ]] [[0.08309494 0.10143505]  [0.10143505 1.43470667]] [[0.67438173 0.29927957]  [0.29927957 0.65334736]],5,"{0: 1184, 1: 210, 2: 36, 3: 128, 4: 0, 5: 42}",3,0,3
99,100.0,19,400,3000,6,True,0.026194341140752347,0.08762498672389052,3,3,[1.20626956 1.83512642] [2.56395597 2.66431252] [2.35243132 0.41138697],[0.47327465 0.40840947 0.11635701 0.00066005 0.00065293 0.00064589],[[1.0043465  0.05364142]  [0.05364142 2.09229761]] [[ 1.17791721 -0.2875304 ]  [-0.2875304   1.89362736]] [[ 0.5244389  -0.08815164]  [-0.08815164  0.85649348]],3,"{0: 788, 1: 648, 2: 164, 3: 0, 4: 0, 5: 0}",1,0,1
100,1000.0,0,400,3000,6,True,0.03442966631159046,0.10573510543826517,4,4,[2.90902284 1.38568055] [-0.00381235  1.40775094] [1.25220748 1.8872875 ] [2.77672231 3.33124626],[0.25563986 0.05603998 0.48612818 0.00066935 0.00067007 0.20085255],[[ 0.63003481 -0.12682461]  [-0.12682461  1.32412267]] [[ 1.67208689 -0.33747766]  [-0.33747766  1.79143892]] [[ 0.53521533 -0.2047565 ]  [-0.2047565   2.77855823]] [[ 0.8320112  -0.06305824]  [-0.06305824  1.05880525]],4,"{0: 368, 1: 44, 2: 886, 3: 0, 4: 0, 5: 302}",3,0,3
101,1000.0,1,400,3000,6,True,0.008000608020518551,0.018658897333679415,3,3,[1.95243006 2.07211914] [-0.48984033  0.57673986] [1.30033665 0.6310944 ],[6.70646821e-04 7.50148157e-01 1.21560411e-02 6.69308310e-04 9.02988478e-02 1.46056999e-01],[[ 1.43185728 -0.35384412]  [-0.35384412  2.22085203]] [[2.08820629 1.04544947]  [1.04544947 1.76386165]] [[ 0.63307049 -0.14882497]  [-0.14882497  1.34369461]],4,"{0: 0, 1: 1468, 2: 10, 3: 0, 4: 0, 5: 122}",1,0,1
102,1000.0,2,400,3000,6,True,0.15658743604511785,0.7606150470056979,4,4,[2.05155648 0.79291385] [1.53776148 2.18740668] [3.62227521 3.02927313] [1.72132872 3.15167659],[0.49862826 0.08690939 0.0675178  0.34560801 0.00066863 0.0006679 ],[[1.63428477 0.18583218]  [0.18583218 1.3191324 ]] [[1.13692808 0.2321979 ]  [0.2321979  0.33795598]] [[0.42703162 0.28930363]  [0.28930363 1.28482567]] [[ 0.96006487 -0.06022758]  [-0.06022758  1.43772226]],4,"{0: 868, 1: 28, 2: 102, 3: 602, 4: 0, 5: 0}",2,1,0
103,1000.0,3,400,3000,6,True,0.026003038033751924,0.08700233533998365,4,4,[1.27558818 2.36927935] [1.99369569 0.70451765] [2.12263013 2.74392106] [3.3033429  2.28869157],[0.47490491 0.17529194 0.00067001 0.00066954 0.09970331 0.24876029],[[1.20850095 0.28412268]  [0.28412268 2.31181383]] [[0.57599601 0.12468496]  [0.12468496 1.34307761]] [[ 9.37991219e-02 -1.43240193e-03]  [-1.43240193e-03  1.61330491e+00]] [[ 0.64382285 -0.31725761]  [-0.31725761  2.19228465]],4,"{0: 776, 1: 258, 2: 0, 3: 0, 4: 124, 5: 442}",3,0,0
