,Concentration,Seed,NumSamples,MaxIters,MaxCats,Converged,ARI,NumCats,NumBigCats,Means,Weights,Covs,NumLargeWeights,CategoryCounts,NumNasalSplits,NumHighSplits,NumLowSplits
85,100.0,5,250,1000,6,True,0.5405475935737178,4,4,[4.23651634 3.86388746] [1.26844343 0.9108823 ] [4.22507983 0.86691432] [1.20865105 3.88932147],[0.24573448 0.28762487 0.00107247 0.17482626 0.00106553 0.28967638],[[1.09055034 0.26258696]  [0.26258696 1.73160615]] [[1.74043443 0.31002074]  [0.31002074 1.33620292]] [[0.95668752 0.23967661]  [0.23967661 1.23953005]] [[1.43939632 0.27048363]  [0.27048363 1.47187365]],6,"{0: 252, 1: 291, 2: 0, 3: 173, 4: 0, 5: 284}",2,1,1
86,100.0,6,250,1000,6,True,0.4971279691135192,4,4,[3.87805649 4.075444  ] [3.82933169 1.08552552] [0.88438901 3.92922853] [0.83499048 0.96901083],[0.27796733 0.26958477 0.22151447 0.22883737 0.00105372 0.00104234],[[1.90113342 0.35485493]  [0.35485493 1.44288104]] [[1.90440783 0.36669396]  [0.36669396 1.37280868]] [[1.36539739 0.27029235]  [0.27029235 1.34150836]] [[1.82179686 0.44039366]  [0.44039366 1.47547829]],6,"{0: 275, 1: 269, 2: 227, 3: 229, 4: 0, 5: 0}",2,1,1
87,100.0,7,250,1000,6,True,0.6140514937938827,4,4,[4.26611474 3.98250601] [1.27164782 3.91032381] [1.13562401 0.93292863] [4.11432011 0.98842434],[0.00107331 0.24125616 0.25759946 0.23906087 0.25995391 0.00105629],[[1.39409164 0.44021838]  [0.44021838 1.31604483]] [[1.3847096  0.34718617]  [0.34718617 1.27867142]] [[1.29608754 0.38041778]  [0.38041778 1.30509574]] [[1.38237836 0.39440672]  [0.39440672 1.35273585]],6,"{0: 0, 1: 241, 2: 258, 3: 243, 4: 258, 5: 0}",2,1,1
88,100.0,8,250,1000,6,True,0.502001015618488,5,5,[1.01355468 4.21751458] [3.84318677 1.08644347] [3.98519996 4.1578296 ] [0.83234978 0.62525264] [0.91455242 2.09723394],[0.21660247 0.27573395 0.24581317 0.1610965  0.09970511 0.00104881],[[1.22204423 0.24006613]  [0.24006613 1.2996901 ]] [[1.61846754 0.53286463]  [0.53286463 1.72778807]] [[1.47354267 0.39224766]  [0.39224766 1.63463876]] [[1.34169102 0.59698129]  [0.59698129 1.44403548]] [[1.69358991 0.17765704]  [0.17765704 0.45860987]],6,"{0: 212, 1: 290, 2: 236, 3: 147, 4: 115, 5: 0}",2,1,1
89,100.0,9,250,1000,6,True,0.5100281054575592,5,4,[1.26104823 4.30643555] [4.09546655 1.53883643] [4.16541037 4.50306943] [1.0625521  1.20338483] [5.80789926 2.7583824 ],[0.26803197 0.30032397 0.14895894 0.27641232 0.00105488 0.00521792],[[1.78415464 0.50224242]  [0.50224242 1.44314486]] [[1.17488777 0.45799467]  [0.45799467 2.21192719]] [[1.19773623 0.57381296]  [0.57381296 1.12965524]] [[1.29303367 0.35423901]  [0.35423901 1.65316057]] [[6.4263397  0.45101856]  [0.45101856 2.22416139]],6,"{0: 268, 1: 295, 2: 156, 3: 279, 4: 0, 5: 2}",2,1,1
90,100.0,10,250,1000,6,True,0.4506832325654728,5,5,[3.74237076 0.93491402] [0.8438515  1.30280146] [4.48544439 3.54577466] [3.54645654 4.26670177] [0.94494152 4.13249894],[0.00107443 0.2678782  0.19478719 0.17268619 0.16479621 0.19877778],[[1.95359502 0.33495965]  [0.33495965 1.18292058]] [[1.05378918 0.38041974]  [0.38041974 1.62183161]] [[1.90511528 0.79937954]  [0.79937954 2.01412242]] [[1.03315913 0.30231083]  [0.30231083 1.45108942]] [[1.00149066 0.21648378]  [0.21648378 1.40762938]],6,"{0: 0, 1: 281, 2: 207, 3: 132, 4: 180, 5: 200}",4,3,1
91,100.0,11,250,1000,6,True,0.4967962665826797,5,5,[4.21369864 3.01477398] [0.98616269 0.71051678] [1.17916094 3.78311231] [3.89603393 0.70607542] [4.23866797 4.39686971],[0.12378199 0.22969468 0.32083894 0.00106794 0.19545264 0.12916382],[[ 1.34738246 -0.10671329]  [-0.10671329  0.79465979]] [[1.3125478  0.20828586]  [0.20828586 1.05414268]] [[1.76321775 0.36481495]  [0.36481495 1.58588843]] [[0.97136863 0.10365433]  [0.10365433 1.07286162]] [[1.27737018 0.62741607]  [0.62741607 1.38458028]],6,"{0: 115, 1: 239, 2: 322, 3: 0, 4: 206, 5: 118}",3,2,1
92,100.0,12,250,1000,6,True,0.5283895611997195,4,4,[3.67205315 3.78156742] [3.50596723 0.78806332] [0.73564135 4.01816696] [0.58868145 1.01900592],[0.35703966 0.00107227 0.26214106 0.19366295 0.00106388 0.18502018],[[1.86380991 0.18889039]  [0.18889039 1.91957766]] [[1.85291725 0.15349448]  [0.15349448 1.07654273]] [[1.05843237 0.09546971]  [0.09546971 1.08621192]] [[0.99257432 0.17122446]  [0.17122446 1.20305132]],6,"{0: 342, 1: 0, 2: 263, 3: 202, 4: 0, 5: 193}",2,1,1
93,100.0,13,250,1000,6,True,0.4376842167585793,4,4,[1.18904651 3.66015072] [3.71812003 1.13923352] [4.34203406 4.3863431 ] [0.86184687 0.7991956 ],[0.35471974 0.3503606  0.13487728 0.15795095 0.00105139 0.00104004],[[1.98820454 0.80036403]  [0.80036403 2.17174973]] [[2.01794856 0.861525  ]  [0.861525   2.36054078]] [[1.07518923 0.57683056]  [0.57683056 1.08901094]] [[1.59774797 0.95626023]  [0.95626023 1.2246258 ]],6,"{0: 354, 1: 345, 2: 144, 3: 157, 4: 0, 5: 0}",2,1,1
94,100.0,14,250,1000,6,True,0.520529013874895,4,4,[3.54201513 1.21355159] [0.57604089 1.17837655] [0.9954501  4.09500441] [3.95915413 4.16450521],[0.35230008 0.22033591 0.23059446 0.00106548 0.194654   0.00105008],[[1.73380423 0.46022353]  [0.46022353 1.88777974]] [[0.9686024  0.5139388 ]  [0.5139388  1.98852362]] [[1.33782687 0.34726247]  [0.34726247 1.39266018]] [[1.13176655 0.36753706]  [0.36753706 1.34458582]],6,"{0: 346, 1: 218, 2: 237, 3: 0, 4: 199, 5: 0}",2,1,1
95,100.0,15,250,1000,6,True,0.5430520537415024,4,4,[0.86013169 3.79662636] [0.71949549 0.79606338] [3.68437689 0.95034925] [3.79596542 3.92265235],[0.25891906 0.00107231 0.19281454 0.26537523 0.28076426 0.0010546 ],[[1.5483638  0.32531404]  [0.32531404 1.43150966]] [[1.55920572 0.29956929]  [0.29956929 1.03141519]] [[1.96409784 0.33583769]  [0.33583769 1.14400091]] [[1.8353038  0.36515759]  [0.36515759 1.39756332]],6,"{0: 257, 1: 0, 2: 200, 3: 263, 4: 280, 5: 0}",2,1,1
96,100.0,16,250,1000,6,True,0.5608709645826178,4,4,[3.91097521 1.06932463] [0.85864731 1.0107021 ] [4.11985591 3.94235343] [1.26126169 4.07551726],[0.27146511 0.00107269 0.21672396 0.23802302 0.00106707 0.27164814],[[1.69141292 0.49493986]  [0.49493986 1.45182793]] [[1.23451793 0.42522571]  [0.42522571 1.49170069]] [[1.53130868 0.65666915]  [0.65666915 1.60462286]] [[1.7629915  0.48868999]  [0.48868999 1.46952004]],6,"{0: 270, 1: 0, 2: 217, 3: 242, 4: 0, 5: 271}",2,1,1
97,100.0,17,250,1000,6,True,0.5085354769962378,6,5,[4.22970324 1.29396093] [1.16058001 3.77459074] [-0.63625721  1.36975789] [1.11387142 1.09073331] [2.02242969 0.37436823] [4.31412349 4.29669589],[0.25211489 0.34094494 0.00442952 0.14140145 0.06437951 0.1967297 ],[[1.25584957 0.38693984]  [0.38693984 1.60784784]] [[1.43850908 0.59417046]  [0.59417046 2.10465602]] [[7.40913592 2.62676426]  [2.62676426 2.94965747]] [[1.32681703 1.00258642]  [1.00258642 1.29193953]] [[0.68810647 0.22248713]  [0.22248713 1.29597371]] [[0.99337297 0.43198453]  [0.43198453 1.43727728]],6,"{0: 254, 1: 332, 2: 2, 3: 167, 4: 44, 5: 201}",7,1,6
98,100.0,18,250,1000,6,True,0.4056986011632336,6,6,[0.86551549 3.32458978] [1.20109767 0.56668657] [3.85458838 2.65867305] [3.74454173 4.66161157] [-0.30397897  2.50349802] [4.04502342 0.7116913 ],[0.21447847 0.19619083 0.15291965 0.20724982 0.0463912  0.18277004],[[ 0.67387686 -0.04292795]  [-0.04292795  2.2772359 ]] [[2.0071102  0.59886475]  [0.59886475 1.4679587 ]] [[ 1.78864821 -0.04795945]  [-0.04795945  0.61216398]] [[1.97858549 0.13146748]  [0.13146748 0.84538383]] [[ 2.52036643 -0.08530791]  [-0.08530791  1.67104822]] [[1.27672095 0.25045826]  [0.25045826 1.35587281]],6,"{0: 237, 1: 197, 2: 164, 3: 195, 4: 23, 5: 184}",4,2,1
99,100.0,19,250,1000,6,True,0.5576246602246755,4,4,[1.23339335 3.95015937] [3.9852888  1.25127146] [4.23458915 4.23816871] [0.99936431 0.97286804],[0.00107669 0.296137   0.27538725 0.19929218 0.00106599 0.22704088],[[1.66340387 0.43594255]  [0.43594255 1.49131863]] [[1.50661968 0.4532954 ]  [0.4532954  1.55391676]] [[1.29876902 0.44467995]  [0.44467995 1.30170364]] [[1.46634506 0.48056253]  [0.48056253 1.3641559 ]],6,"{0: 0, 1: 291, 2: 277, 3: 201, 4: 0, 5: 231}",2,1,1
100,1000.0,0,250,1000,6,True,0.5382274524707951,4,4,[3.96743702 1.0355195 ] [1.01089953 0.83319165] [4.08255159 4.05717839] [1.06009265 3.83800147],[0.23394778 0.00107072 0.00107002 0.19233046 0.27778767 0.29379333],[[1.60420024 0.34672271]  [0.34672271 1.35894835]] [[1.5661062  0.4424243 ]  [0.4424243  1.05544886]] [[1.65414599 0.50559172]  [0.50559172 1.79468767]] [[1.4082108  0.36818486]  [0.36818486 1.75183239]],6,"{0: 236, 1: 0, 2: 0, 3: 199, 4: 270, 5: 295}",2,1,1
101,1000.0,1,250,1000,6,True,0.6491590821023979,5,4,[1.07186724 1.11044559] [4.03145875 1.20970025] [1.11031225 4.10199367] [4.06942216 4.20294506] [2.60721851 5.69374337],[0.24878858 0.28525811 0.24853163 0.21182398 0.0045326  0.00106511],[[1.14637617 0.53218342]  [0.53218342 1.3822374 ]] [[1.20726172 0.54230049]  [0.54230049 1.62354118]] [[1.19068253 0.49554333]  [0.49554333 1.34745148]] [[1.16259182 0.53240059]  [0.53240059 1.08271827]] [[2.02237704 0.256848  ]  [0.256848   6.64059167]],6,"{0: 248, 1: 285, 2: 245, 3: 220, 4: 2, 5: 0}",2,1,1
102,1000.0,2,250,1000,6,True,0.4584876588204209,5,5,[0.62567747 2.67438118] [3.91144486 3.75934874] [1.08396864 4.06151194] [3.84014127 0.7106303 ] [0.74396188 0.44524431],[0.09577603 0.32176946 0.17304007 0.24610338 0.16224464 0.00106642],[[1.45736468 0.01344296]  [0.01344296 0.4996247 ]] [[1.77011093 0.32803147]  [0.32803147 1.59515044]] [[1.1223019  0.08875234]  [0.08875234 1.64120235]] [[1.86294051 0.45369943]  [0.45369943 1.12631257]] [[1.27975557 0.42832752]  [0.42832752 0.97120907]],6,"{0: 103, 1: 320, 2: 154, 3: 252, 4: 171, 5: 0}",2,1,1
103,1000.0,3,250,1000,6,True,0.5265824855091631,4,4,[3.69258338 4.12703827] [0.45303014 0.86881725] [3.49154457 1.18033239] [0.7726124  3.93288999],[0.25657826 0.1556186  0.34653896 0.23912997 0.00106722 0.00106699],[[1.87513953 0.68908656]  [0.68908656 1.39824029]] [[1.06710421 0.55866383]  [0.55866383 1.31348764]] [[2.12815937 0.63593669]  [0.63593669 1.72875191]] [[1.38424941 0.57928587]  [0.57928587 1.72091024]],6,"{0: 262, 1: 161, 2: 337, 3: 240, 4: 0, 5: 0}",2,1,1
104,1000.0,4,250,1000,6,True,0.5763009762382584,4,4,[0.91347772 0.99236498] [4.09573656 4.09742491] [3.77311653 0.96496327] [0.91499009 3.79693767],[0.20997593 0.23544092 0.00106974 0.00106899 0.28719416 0.26525026],[[1.38730151 0.79978875]  [0.79978875 1.58993771]] [[1.33117371 0.53632152]  [0.53632152 1.56602527]] [[1.89186756 0.70728365]  [0.70728365 1.63428716]] [[1.38430345 0.64739352]  [0.64739352 1.81385746]],6,"{0: 215, 1: 231, 2: 0, 3: 0, 4: 285, 5: 269}",2,1,1
105,1000.0,5,250,1000,6,True,0.5503212456478769,4,4,[4.25897615 3.88804624] [1.2624454  0.87907422] [4.21743094 0.89306305] [1.2311868  3.85437924],[0.2367752  0.27851824 0.00107126 0.18041274 0.001068   0.30215457],[[1.06102278 0.2689402 ]  [0.2689402  1.70170536]] [[1.72995919 0.31968064]  [0.31968064 1.30046655]] [[0.97522876 0.24898647]  [0.24898647 1.27208841]] [[1.47614185 0.28006018]  [0.28006018 1.51823568]],6,"{0: 243, 1: 278, 2: 0, 3: 184, 4: 0, 5: 295}",2,1,1
106,1000.0,6,250,1000,6,True,0.5122998942315724,4,4,[3.88261269 4.08205638] [0.89066753 3.91907762] [0.97161085 0.95220334] [3.97168356 1.11013378],[0.27578191 0.00107274 0.22407523 0.25128105 0.24672219 0.00106688],[[1.89596189 0.35444465]  [0.35444465 1.43863763]] [[1.36479531 0.26542733]  [0.26542733 1.34905275]] [[1.96636877 0.42314914]  [0.42314914 1.45194156]] [[1.73028867 0.33985557]  [0.33985557 1.37893501]],6,"{0: 276, 1: 0, 2: 228, 3: 248, 4: 248, 5: 0}",2,1,1
107,1000.0,7,250,1000,6,True,0.6001183509232008,4,4,[4.27374522 4.0024246 ] [1.27770272 3.9202427 ] [1.1236395 0.9432681] [4.10248645 1.00654051],[0.00107112 0.23701873 0.25636958 0.2389624  0.26550859 0.00106957],[[1.38883076 0.43575168]  [0.43575168 1.2941456 ]] [[1.3906475  0.34471913]  [0.34471913 1.26701097]] [[1.28333114 0.37855699]  [0.37855699 1.31903982]] [[1.39470995 0.39258481]  [0.39258481 1.371264  ]],6,"{0: 0, 1: 236, 2: 256, 3: 242, 4: 266, 5: 0}",2,1,1
108,1000.0,8,250,1000,6,True,0.5019289675061189,5,5,[1.01645085 4.24505791] [3.86109117 1.07198322] [3.98821321 4.15462041] [0.84090039 0.59137975] [0.94782222 2.10220316],[0.21254585 0.27017999 0.2470912  0.15906418 0.11005247 0.00106632],[[1.21713079 0.23152375]  [0.23152375 1.26043701]] [[1.59767094 0.5362454 ]  [0.5362454  1.71553558]] [[1.46974157 0.38371041]  [0.38371041 1.63676503]] [[1.35623656 0.59592772]  [0.59592772 1.41404775]] [[1.70699549 0.17786025]  [0.17786025 0.47255473]],6,"{0: 205, 1: 284, 2: 237, 3: 145, 4: 129, 5: 0}",2,1,1
109,1000.0,9,250,1000,6,True,0.485986891234221,6,5,[0.71028557 3.91177424] [4.09466988 1.51210002] [4.08595998 4.61358149] [1.05034744 1.20293672] [1.70500089 4.6934997 ] [5.73256767 2.71304462],[0.14588876 0.28942232 0.17929623 0.28578411 0.09374489 0.00586369],[[1.42180021 0.09714259]  [0.09714259 0.89369125]] [[1.13353543 0.41406853]  [0.41406853 2.17290342]] [[1.23541336 0.33715879]  [0.33715879 1.22640787]] [[1.33826415 0.30547566]  [0.30547566 1.63370846]] [[ 0.76404554 -0.21126802]  [-0.21126802  1.48259052]] [[6.24919266 0.40206202]  [0.40206202 2.23102517]],6,"{0: 145, 1: 288, 2: 191, 3: 292, 4: 82, 5: 2}",4,3,1
110,1000.0,10,250,1000,6,True,0.4600830882707236,5,5,[3.75309243 0.9192596 ] [0.85886512 1.24426048] [4.50357012 3.48826527] [3.56458088 4.25500102] [0.94112201 4.0743279 ],[0.00107168 0.26172468 0.18823619 0.16877795 0.17176603 0.20842346],[[1.94173142 0.33610195]  [0.33610195 1.17163013]] [[1.06456842 0.39397635]  [0.39397635 1.55776217]] [[1.90831558 0.8432765 ]  [0.8432765  2.07597214]] [[1.04067227 0.3028076 ]  [0.3028076  1.45771898]] [[1.00723678 0.22932104]  [0.22932104 1.47116937]],6,"{0: 0, 1: 276, 2: 204, 3: 125, 4: 188, 5: 207}",4,3,1
111,1000.0,11,250,1000,6,True,0.5164974484271279,5,5,[4.23199449 2.97460121] [0.9778912 0.7096694] [1.15927776 3.78744505] [3.90874109 0.74546903] [4.18163253 4.27372798],[0.09890188 0.22842389 0.31673203 0.00106856 0.20286314 0.15201051],[[ 1.44979731 -0.12252708]  [-0.12252708  0.66518649]] [[1.30139364 0.20677012]  [0.20677012 1.05085508]] [[1.73479758 0.36483208]  [0.36483208 1.57849978]] [[0.97787633 0.12285359]  [0.12285359 1.11054813]] [[1.2740811  0.61369123]  [0.61369123 1.42745886]],6,"{0: 88, 1: 239, 2: 317, 3: 0, 4: 208, 5: 148}",3,1,1
112,1000.0,12,250,1000,6,True,0.5463013442562192,4,4,[3.71392205 3.81034104] [3.53810341 0.80681428] [0.77254321 4.03107732] [0.61999944 1.03657163],[0.34403318 0.00107013 0.26209064 0.19800372 0.00106761 0.19373472],[[1.80920494 0.18110286]  [0.18110286 1.8877195 ]] [[1.81107962 0.15424802]  [0.15424802 1.09246679]] [[1.09225294 0.09045355]  [0.09045355 1.07337008]] [[1.02037236 0.17067908]  [0.17067908 1.226674  ]],6,"{0: 333, 1: 0, 2: 257, 3: 207, 4: 0, 5: 203}",2,1,1
113,1000.0,13,250,1000,6,True,0.5037667990057396,5,5,[1.15900597 3.68876251] [3.80325212 0.93045423] [4.28143408 4.22905138] [1.16452581 1.03142839] [4.21519255 0.19982302],[0.34607995 0.25393013 0.16325821 0.20033195 0.00106683 0.03533294],[[1.96545648 0.82261454]  [0.82261454 2.13687601]] [[2.02439789 1.23607651]  [1.23607651 1.81876468]] [[1.11202352 0.61260386]  [0.61260386 1.20279659]] [[1.85375269 1.1706088 ]  [1.1706088  1.37604949]] [[ 1.23111108 -0.30656598]  [-0.30656598  3.0283001 ]],6,"{0: 323, 1: 264, 2: 181, 3: 218, 4: 0, 5: 14}",3,1,2
114,1000.0,14,250,1000,6,True,0.5492265465901254,4,4,[3.52887582 1.11235961] [0.94679734 3.98695377] [0.56789407 1.05637779] [3.92422474 4.0710964 ],[0.33203208 0.00107162 0.2432154  0.203724   0.21889001 0.0010669 ],[[1.73856504 0.44625495]  [0.44625495 1.76417548]] [[1.27841515 0.34830282]  [0.34830282 1.49598512]] [[0.96674083 0.51268825]  [0.51268825 1.8444877 ]] [[1.18444886 0.35015575]  [0.35015575 1.43090129]],6,"{0: 327, 1: 0, 2: 249, 3: 205, 4: 219, 5: 0}",2,1,1
115,1000.0,15,250,1000,6,True,0.5436472377769558,4,4,[0.81423186 3.79505479] [0.66569798 0.79935358] [3.63243309 0.93832195] [3.75132879 3.9151186 ],[0.24946166 0.00107078 0.18521112 0.27190497 0.29128339 0.00106809],[[1.49915192 0.31801409]  [0.31801409 1.42612079]] [[1.50612152 0.30021269]  [0.30021269 1.03419241]] [[2.02416649 0.33919383]  [0.33919383 1.13343926]] [[1.88367423 0.36067367]  [0.36067367 1.40826352]],6,"{0: 250, 1: 0, 2: 190, 3: 270, 4: 290, 5: 0}",2,1,1
116,1000.0,16,250,1000,6,True,0.5595130073469774,4,4,[3.92972224 1.06221858] [0.86752636 0.97953548] [4.15764975 3.92582291] [1.30762451 4.05143843],[0.26744299 0.00107058 0.21380041 0.23060741 0.00107006 0.28600856],[[1.68013566 0.50669854]  [0.50669854 1.45169657]] [[1.2437676  0.4253698 ]  [0.4253698  1.44762047]] [[1.49022069 0.68167135]  [0.68167135 1.62346159]] [[1.81715825 0.49447594]  [0.49447594 1.49741663]],6,"{0: 266, 1: 0, 2: 216, 3: 236, 4: 0, 5: 282}",2,1,1
117,1000.0,17,250,1000,6,True,0.49653524419091205,6,5,[4.25216053 1.27178794] [1.14235331 3.77979781] [-0.6464274   1.37451851] [1.11950918 1.10225828] [2.04045918 0.38625837] [4.29405348 4.2625209 ],[0.24309833 0.33571252 0.00448626 0.14217247 0.06889198 0.20563843],[[1.22129177 0.36822839]  [0.36822839 1.56331394]] [[1.41467607 0.5935468 ]  [0.5935468  2.09657138]] [[7.3839866  2.59908376]  [2.59908376 2.93346279]] [[1.33332667 1.0107592 ]  [1.0107592  1.30082586]] [[0.70169373 0.21961412]  [0.21961412 1.28623087]] [[1.02559072 0.4336258 ]  [0.4336258  1.4707121 ]],6,"{0: 242, 1: 326, 2: 2, 3: 170, 4: 51, 5: 209}",7,1,6
118,1000.0,18,250,1000,6,True,0.41497021039512094,6,6,[0.86412878 3.33190586] [1.12858286 0.55412586] [3.81792008 2.67986188] [3.73339478 4.64962612] [-0.21369992  2.44472844] [4.00631795 0.77985726],[0.20929322 0.18330306 0.1410273  0.2101681  0.05284858 0.20335975],[[ 0.66233333 -0.04920242]  [-0.04920242  2.27776522]] [[1.85847787 0.62315813]  [0.62315813 1.4639308 ]] [[ 1.81387127 -0.04371373]  [-0.04371373  0.5823329 ]] [[1.98859629 0.1336942 ]  [0.1336942  0.85543571]] [[ 2.53516224 -0.06678545]  [-0.06678545  1.74376767]] [[1.34054044 0.28282622]  [0.28282622 1.43431449]],6,"{0: 236, 1: 190, 2: 150, 3: 197, 4: 25, 5: 202}",4,2,1
119,1000.0,19,250,1000,6,True,0.5624716324902114,4,4,[1.19676011 3.99325718] [4.02299766 1.25253711] [4.19437001 4.23265148] [1.0475439  1.02824241],[0.00107152 0.280976   0.26827632 0.20554319 0.001069   0.24306397],[[1.62172184 0.43560201]  [0.43560201 1.44228859]] [[1.46385639 0.45225357]  [0.45225357 1.55569767]] [[1.33764872 0.44872681]  [0.44872681 1.30229702]] [[1.51164047 0.49211632]  [0.49211632 1.41924095]],6,"{0: 0, 1: 275, 2: 265, 3: 209, 4: 0, 5: 251}",2,1,1
120,10000.0,0,250,1000,6,True,0.541845759711127,4,4,[3.97209825 1.01512364] [1.01425593 0.82368247] [4.06816311 4.03113355] [1.05090948 3.82842767],[0.22905207 0.00106933 0.00106923 0.19139734 0.28390287 0.29350917],[[1.59623162 0.34436716]  [0.34436716 1.33829843]] [[1.57106575 0.44041283]  [0.44041283 1.0458228 ]] [[1.67187124 0.50967564]  [0.50967564 1.82777348]] [[1.39847752 0.3673835 ]  [0.3673835  1.76426161]],6,"{0: 233, 1: 0, 2: 0, 3: 201, 4: 272, 5: 294}",2,1,1
121,10000.0,1,250,1000,6,True,0.6491657933564906,5,4,[1.06877665 1.10159006] [4.02802774 1.2017446 ] [1.10858684 4.09330685] [4.06778107 4.19625169] [2.61034928 5.68588897],[0.24650546 0.28455207 0.24989612 0.21348647 0.00449065 0.00106922],[[1.14148731 0.53243981]  [0.53243981 1.37074396]] [[1.21036927 0.542054  ]  [0.542054   1.61359797]] [[1.19058371 0.49727074]  [0.49727074 1.35999223]] [[1.16583284 0.53249125]  [0.53249125 1.08934781]] [[2.01717768 0.26120397]  [0.26120397 6.6602463 ]],6,"{0: 246, 1: 283, 2: 246, 3: 223, 4: 2, 5: 0}",2,1,1
122,10000.0,2,250,1000,6,True,0.4302950726618869,6,6,[0.65184753 2.66943787] [3.94433049 3.88513984] [1.03119938 3.8397584 ] [3.64022359 0.57696467] [0.91026954 0.38704551] [4.80818826 1.46188101],[0.07879279 0.30489875 0.19331657 0.15364804 0.18815108 0.08119277],[[1.61080639 0.01455909]  [0.01455909 0.49232289]] [[1.81700068 0.23960703]  [0.23960703 1.46489517]] [[1.09176559 0.09402456]  [0.09402456 1.83862241]] [[0.82085323 0.06586551]  [0.06586551 1.11796421]] [[1.39846373 0.34701972]  [0.34701972 0.98544234]] [[ 1.57702033 -0.18627454]  [-0.18627454  0.78607659]],6,"{0: 46, 1: 314, 2: 213, 3: 164, 4: 200, 5: 63}",3,1,2
123,10000.0,3,250,1000,6,True,0.5230595921776614,4,4,[3.7073163  4.13562608] [0.44923222 0.86276147] [3.49006732 1.18756055] [0.78462521 3.92838634],[0.25262744 0.15452823 0.34845158 0.24225258 0.00106931 0.00107086],[[1.85814846 0.68887728]  [0.68887728 1.39043307]] [[1.0643299  0.55708909]  [0.55708909 1.308324  ]] [[2.13078015 0.63661987]  [0.63661987 1.73743821]] [[1.39568692 0.57890776]  [0.57890776 1.72563252]],6,"{0: 257, 1: 159, 2: 340, 3: 244, 4: 0, 5: 0}",2,1,1
124,10000.0,4,250,1000,6,True,0.5706609174879428,4,4,[0.89810585 0.96877188] [4.10309794 4.10707612] [3.74874634 0.96884029] [0.91867553 3.76428446],[0.19994543 0.2324219  0.00106922 0.00106911 0.29310023 0.27239411],[[1.37073528 0.81561322]  [0.81561322 1.55530917]] [[1.31161655 0.5342709 ]  [0.5342709  1.55667049]] [[1.93686947 0.72567956]  [0.72567956 1.65294743]] [[1.39454129 0.65445853]  [0.65445853 1.85362216]],6,"{0: 208, 1: 230, 2: 0, 3: 0, 4: 289, 5: 273}",2,1,1
125,10000.0,5,250,1000,6,True,0.5393822459247553,4,4,[4.2786538  3.90611227] [1.26198648 0.86742508] [4.21630382 0.91129442] [1.25134865 3.84140808],[0.2300276  0.27525566 0.00106961 0.18353129 0.00106912 0.30904672],[[1.03736361 0.27122426]  [0.27122426 1.68083998]] [[1.72928581 0.32382021]  [0.32382021 1.2878422 ]] [[0.98317128 0.25412277]  [0.25412277 1.2935018 ]] [[1.50548438 0.28449861]  [0.28449861 1.53691581]],6,"{0: 235, 1: 279, 2: 0, 3: 185, 4: 0, 5: 301}",2,1,1
126,10000.0,6,250,1000,6,True,0.5015764662880471,4,4,[3.89231993 4.10425602] [0.89876131 3.92179109] [0.99190536 0.95726268] [3.98962811 1.1331812 ],[0.27022324 0.00107091 0.22495028 0.25527814 0.24740822 0.00106921],[[1.88623017 0.35211595]  [0.35211595 1.41526837]] [[1.37256394 0.26505657]  [0.26505657 1.34610155]] [[1.98765474 0.42427409]  [0.42427409 1.45818405]] [[1.70805106 0.33567085]  [0.33567085 1.40080109]],6,"{0: 272, 1: 0, 2: 229, 3: 252, 4: 247, 5: 0}",2,1,1
127,10000.0,7,250,1000,6,True,0.6022411371365771,4,4,[4.27810301 4.0114295 ] [1.28122263 3.92462347] [1.11952334 0.94801274] [4.09832507 1.0147045 ],[0.00106967 0.23493648 0.25596768 0.23913985 0.26781575 0.00107056],[[1.38530382 0.43363291]  [0.43363291 1.28454841]] [[1.39422697 0.34362454]  [0.34362454 1.26186528]] [[1.27909551 0.37790939]  [0.37790939 1.32541293]] [[1.39913292 0.39194217]  [0.39194217 1.37988936]],6,"{0: 0, 1: 234, 2: 256, 3: 239, 4: 271, 5: 0}",2,1,1
128,10000.0,8,250,1000,6,True,0.5010341789311638,5,5,[1.01535301 4.25383297] [3.86924314 1.07917635] [3.9863056  4.16388768] [0.8447098  0.58540301] [0.95713222 2.10604706],[0.2108416  0.27002754 0.24614402 0.15942844 0.112489   0.0010694 ],[[1.21394192 0.22908354]  [0.22908354 1.24888675]] [[1.58742005 0.53551439]  [0.53551439 1.72220989]] [[1.47247563 0.38215184]  [0.38215184 1.62570955]] [[1.36118076 0.59171368]  [0.59171368 1.40971636]] [[1.711005   0.17734141]  [0.17734141 0.47644547]],6,"{0: 204, 1: 285, 2: 236, 3: 145, 4: 130, 5: 0}",2,1,1
