Concentration,Seed,NumSamples,MaxIters,MaxCats,Converged,ARI,NumCats,NumBigCats,Means,Weights,Covs,NumLargeWeights,CategoryCounts,NumNasalSplits,NumHighSplits,NumLowSplits
100,9,250,1000,6,True,0.7527192567904389,5,4,[1.0284548  4.22249414] [4.03394886 1.26108549] [4.00345797 4.25439727] [1.03022154 1.21282499] [5.11944537 2.51809789],[0.23719662 0.26960376 0.21374806 0.27254715 0.00105221 0.0058522 ],[[0.76228176 0.07021542]  [0.07021542 0.677928  ]] [[0.58739041 0.07850876]  [0.07850876 1.06442861]] [[0.62081029 0.11863186]  [0.11863186 0.67256844]] [[0.67170056 0.07785616]  [0.07785616 0.94795186]] [[ 3.95206293 -0.02251425]  [-0.02251425  1.88513789]],6,"{0: 232, 1: 268, 2: 222, 3: 275, 4: 0, 5: 3}",2,1,1
100,10,250,1000,6,True,0.7817479898782322,4,4,[3.9822788  1.04789182] [1.01335891 1.0647443 ] [3.98797912 4.01609591] [1.01785352 4.02385547],[0.00107485 0.25846773 0.22364669 0.2899853  0.00106574 0.22575969],[[0.9083543  0.0043143 ]  [0.0043143  0.67398648]] [[ 0.61358638 -0.00360043]  [-0.00360043  0.73563945]] [[0.98542527 0.02122903]  [0.02122903 0.85847215]] [[ 0.57275269 -0.03225177]  [-0.03225177  0.78891651]],6,"{0: 0, 1: 254, 2: 228, 3: 284, 4: 0, 5: 234}",2,1,1
100,11,250,1000,6,True,0.8006503526187358,4,4,[4.05084496 3.91399498] [1.0173817  0.91575358] [1.06664262 3.91738485] [4.01438376 0.9253088 ],[0.24124517 0.2479346  0.27719388 0.23153122 0.00105445 0.00104069],[[0.6093054  0.08800128]  [0.08800128 0.78481744]] [[0.74195048 0.04962962]  [0.04962962 0.60940068]] [[0.85844907 0.03289854]  [0.03289854 0.77135366]] [[0.60736021 0.05915579]  [0.05915579 0.67270747]],6,"{0: 243, 1: 249, 2: 275, 3: 233, 4: 0, 5: 0}",2,1,1
100,12,250,1000,6,True,0.7939540934750948,4,4,[3.8622825  3.96697114] [0.89436438 0.98817427] [0.89177764 3.99558468] [3.86280927 0.95276726],[0.28334137 0.23191525 0.00106922 0.23123573 0.25138796 0.00105047],[[ 0.89080743 -0.04609174]  [-0.04609174  0.8236412 ]] [[ 0.62608568 -0.04758403]  [-0.04758403  0.64774257]] [[ 0.59179444 -0.06674978]  [-0.06674978  0.6759034 ]] [[ 0.83601912 -0.05847797]  [-0.05847797  0.59769956]],6,"{0: 277, 1: 234, 2: 0, 3: 234, 4: 255, 5: 0}",2,1,1
100,13,250,1000,6,True,0.7640459085710072,6,5,[1.00399567 3.97279404] [4.03784021 1.03133895] [4.00170403 4.05045796] [1.86551982 0.44771701] [1.22361943 4.54323329] [0.94555272 1.03845889],[0.26076187 0.26180396 0.21846853 0.03735465 0.00295273 0.21865826],[[0.88123798 0.27151099]  [0.27151099 0.81707774]] [[0.77065167 0.196018  ]  [0.196018   0.97992376]] [[0.70425969 0.25388219]  [0.25388219 0.66051998]] [[0.51141014 0.29320179]  [0.29320179 1.73803017]] [[ 2.3111917  -1.91700927]  [-1.91700927  4.31676118]] [[0.79398177 0.32172124]  [0.32172124 0.62516379]],6,"{0: 254, 1: 262, 2: 227, 3: 14, 4: 1, 5: 242}",5,2,3
100,14,250,1000,6,True,0.7745997766453717,5,5,[3.84022971 0.99861042] [0.94500988 3.99078728] [1.06519617 1.16991491] [3.92275592 3.97923006] [0.74558932 0.91571189],[0.26184671 0.24642583 0.10524262 0.00106727 0.24480551 0.14061207],[[0.73081032 0.07049247]  [0.07049247 0.85247991]] [[0.63629346 0.04213765]  [0.04213765 0.77146463]] [[ 0.7497939  -0.02612383]  [-0.02612383  0.69690853]] [[0.64426776 0.05867132]  [0.05867132 0.77274602]] [[0.50499851 0.15684485]  [0.15684485 0.94622665]],6,"{0: 262, 1: 256, 2: 47, 3: 0, 4: 248, 5: 187}",3,1,2
100,15,250,1000,6,True,0.7762313969343327,4,4,[0.83117003 3.8897127 ] [3.75849815 0.9737144 ] [3.79010622 3.94922744] [0.79890664 0.92007898],[0.24035918 0.26517437 0.28173701 0.21063383 0.00105292 0.00104269],[[0.72244012 0.00739593]  [0.00739593 0.75562833]] [[1.09252546 0.02266536]  [0.02266536 0.58880849]] [[1.02815889 0.03185142]  [0.03185142 0.72418699]] [[0.7587997  0.0354218 ]  [0.0354218  0.55816582]],6,"{0: 241, 1: 262, 2: 285, 3: 212, 4: 0, 5: 0}",2,1,1
100,16,250,1000,6,True,0.8011246865252802,4,4,[0.99438706 1.03956965] [4.02868667 4.00728915] [3.97575205 1.04558571] [1.06342334 4.02937984],[0.00107374 0.0010749  0.23584049 0.25028166 0.25991037 0.25181884],[[0.67683698 0.13662949]  [0.13662949 0.74067211]] [[0.79405784 0.15331356]  [0.15331356 0.76105424]] [[0.8406306  0.11263009]  [0.11263009 0.75623284]] [[0.81496244 0.13665355]  [0.13665355 0.79022378]],6,"{0: 0, 1: 0, 2: 237, 3: 249, 4: 262, 5: 252}",2,1,1
100,17,250,1000,6,True,0.8200000694773649,5,4,[4.06132055 1.07981325] [0.090327   1.95886051] [1.07920417 1.06454544] [1.06054483 4.03546224] [4.04308041 4.06044782],[0.24798493 0.00429593 0.23681983 0.25730466 0.25254106 0.00105359],[[0.72406042 0.09933817]  [0.09933817 0.79971806]] [[4.51088018 0.9844803 ]  [0.9844803  2.06153796]] [[0.66873647 0.10166881]  [0.10166881 0.73460998]] [[0.63705591 0.06945062]  [0.06945062 0.88741705]] [[0.65270679 0.10397053]  [0.10397053 0.86213595]],6,"{0: 250, 1: 2, 2: 240, 3: 252, 4: 256, 5: 0}",4,1,3
100,18,250,1000,6,True,0.7616850639983965,4,4,[1.06517165 3.90649148] [4.11379526 1.06078754] [4.07816875 4.00855135] [1.0996882  0.95943014],[0.26742765 0.25120253 0.2241967  0.00106679 0.00106338 0.25504295],[[0.93047929 0.09129386]  [0.09129386 0.90445543]] [[0.70648058 0.0805086 ]  [0.0805086  0.94084269]] [[0.68753894 0.09324696]  [0.09324696 0.7486984 ]] [[0.89084995 0.11956785]  [0.11956785 0.86147747]],6,"{0: 267, 1: 248, 2: 224, 3: 0, 4: 0, 5: 261}",2,1,1
100,19,250,1000,6,True,0.8153955478665932,4,4,[1.09078589 4.07009584] [1.04791564 1.08721601] [4.05657842 4.08466865] [4.01842532 1.11078743],[0.001071   0.25539166 0.25530343 0.23378136 0.25339878 0.00105377],[[0.83582671 0.11515015]  [0.11515015 0.68620341]] [[0.77426241 0.13447206]  [0.13447206 0.73754384]] [[0.71342622 0.13296897]  [0.13296897 0.66584225]] [[0.74921734 0.10935972]  [0.10935972 0.76189091]],6,"{0: 0, 1: 254, 2: 259, 3: 236, 4: 251, 5: 0}",2,1,1
1000,0,250,1000,6,True,0.7865090582726645,4,4,[3.9997415  1.05858183] [0.98698491 4.01180719] [1.01211646 1.01955619] [3.97849857 4.07303056],[0.24636767 0.25480533 0.22872763 0.00106515 0.26797148 0.00106274],[[0.83187431 0.07525865]  [0.07525865 0.71780236]] [[0.70974264 0.06901667]  [0.06901667 0.81500942]] [[0.74261965 0.09813787]  [0.09813787 0.59310661]] [[0.85952849 0.10661138]  [0.10661138 0.85359387]],6,"{0: 248, 1: 249, 2: 235, 3: 0, 4: 268, 5: 0}",2,1,1
1000,1,250,1000,6,True,0.8774953333084698,5,4,[1.05385862 1.04790094] [2.46432527 5.03037012] [4.0423973  1.05125232] [4.05237905 4.04930634] [1.0609109  4.04560112],[0.25241592 0.00106823 0.00564018 0.25259206 0.24201959 0.24626402],[[0.57105441 0.12103414]  [0.12103414 0.69378457]] [[ 1.80890549 -0.10593132]  [-0.10593132  4.02500304]] [[0.56565924 0.11479518]  [0.11479518 0.70576147]] [[0.55742641 0.12491678]  [0.12491678 0.60891767]] [[0.56544311 0.09279315]  [0.09279315 0.64168053]],6,"{0: 248, 1: 0, 2: 3, 3: 250, 4: 249, 5: 250}",4,3,1
1000,2,250,1000,6,True,0.7323992439461928,4,4,[1.0079434  0.79551433] [3.98832009 3.84504028] [3.98322323 0.85053253] [0.99295858 3.77303348],[0.21185827 0.27340326 0.0010675  0.24836794 0.00106913 0.26423389],[[0.70961781 0.14023684]  [0.14023684 0.61315151]] [[0.89434237 0.09320311]  [0.09320311 0.77494432]] [[0.9200015  0.09792794]  [0.09792794 0.60282193]] [[0.75512325 0.09879131]  [0.09879131 0.99689526]],6,"{0: 223, 1: 267, 2: 0, 3: 246, 4: 0, 5: 264}",2,1,1
1000,3,250,1000,6,True,0.7869119031250754,4,4,[3.80392791 4.03769325] [0.85744577 4.04678103] [0.792248   1.03492584] [3.76449248 1.08190066],[0.25794205 0.00107181 0.00106984 0.23822243 0.21636284 0.28533102],[[0.94276161 0.23877073]  [0.23877073 0.70423273]] [[0.73801248 0.2161444 ]  [0.2161444  0.83023634]] [[0.59884469 0.19692695]  [0.19692695 0.73541835]] [[1.01580235 0.17764648]  [0.17764648 0.83082805]],6,"{0: 255, 1: 0, 2: 0, 3: 241, 4: 223, 5: 281}",2,1,1
1000,4,250,1000,6,True,0.7963111316693922,4,4,[0.95501069 0.95467036] [3.98727193 3.97914125] [0.94352267 3.92449695] [3.97023156 0.9769092 ],[0.24152555 0.2561395  0.24797195 0.0010655  0.00106405 0.25223345],[[0.67355671 0.16387515]  [0.16387515 0.78291515]] [[0.73791808 0.16629895]  [0.16629895 0.83294765]] [[0.64335444 0.14547607]  [0.14547607 0.84536899]] [[0.7668886  0.15129222]  [0.15129222 0.78259887]],6,"{0: 242, 1: 257, 2: 249, 3: 0, 4: 0, 5: 252}",2,1,1
1000,5,250,1000,6,True,0.7898593998072818,4,4,[4.07418323 3.93387379] [1.08696038 0.94499145] [1.08681254 3.92207338] [4.06632545 0.96646185],[0.2488977  0.25659905 0.26923759 0.22313525 0.00106493 0.00106547],[[0.59188497 0.02012956]  [0.02012956 0.86540704]] [[0.80600924 0.02870034]  [0.02870034 0.68553787]] [[0.73455358 0.00796003]  [0.00796003 0.79288658]] [[0.5683715  0.00408702]  [0.00408702 0.69220423]],6,"{0: 249, 1: 256, 2: 270, 3: 225, 4: 0, 5: 0}",2,1,1
1000,6,250,1000,6,True,0.7589180636386106,4,4,[3.9607411  4.02266787] [0.98283382 4.0072138 ] [3.96585015 1.05140612] [0.98839184 1.04549741],[0.25785084 0.00106916 0.2360971  0.24933135 0.00106895 0.25458261],[[0.94185774 0.04651706]  [0.04651706 0.74180731]] [[0.80649449 0.02493276]  [0.02493276 0.6861873 ]] [[0.92353052 0.04287058]  [0.04287058 0.71765553]] [[0.94587251 0.06153952]  [0.06153952 0.78939943]],6,"{0: 253, 1: 0, 2: 241, 3: 247, 4: 0, 5: 259}",2,1,1
1000,7,250,1000,6,True,0.8441748116673143,4,4,[1.14973386 0.98808824] [4.16539884 3.95688535] [1.17186449 3.96582798] [4.13909234 0.97503701],[0.25529312 0.24612191 0.24504955 0.25140617 0.00106599 0.00106325],[[0.68137261 0.07909711]  [0.07909711 0.71525897]] [[0.68469595 0.0996541 ]  [0.0996541  0.65754141]] [[0.68702094 0.0672631 ]  [0.0672631  0.6265278 ]] [[0.67488382 0.07289211]  [0.07289211 0.68867629]],6,"{0: 257, 1: 248, 2: 244, 3: 251, 4: 0, 5: 0}",2,1,1
1000,8,250,1000,6,True,0.7818194177275792,4,4,[0.95578748 4.05018263] [3.93820154 1.06011975] [3.94887189 4.0250375 ] [0.95144633 1.10020348],[0.23314314 0.25339763 0.25791765 0.2534091  0.00106796 0.00106452],[[0.65564939 0.0408065 ]  [0.0408065  0.82103776]] [[0.7578202  0.06638375]  [0.06638375 0.86529237]] [[0.79300149 0.07064268]  [0.07064268 0.88927883]] [[0.70396725 0.07497792]  [0.07497792 0.95937668]],6,"{0: 237, 1: 251, 2: 260, 3: 252, 4: 0, 5: 0}",2,1,1
1000,9,250,1000,6,True,0.7527192567904389,5,4,[1.02796526 4.2244438 ] [4.03419642 1.26007513] [4.00288534 4.25405943] [1.03119923 1.21485896] [5.08085557 2.50743439],[0.23642168 0.26883547 0.21379926 0.27354496 0.00106414 0.00633448],[[0.76193713 0.07042598]  [0.07042598 0.67589021]] [[0.58456576 0.07839007]  [0.07839007 1.06342157]] [[0.62053482 0.11885968]  [0.11885968 0.6728486 ]] [[0.67275906 0.0779471 ]  [0.0779471  0.95051799]] [[ 3.90026321 -0.02810809]  [-0.02810809  1.89168014]],6,"{0: 232, 1: 268, 2: 222, 3: 275, 4: 0, 5: 3}",2,1,1
1000,10,250,1000,6,True,0.7818894679493975,4,4,[3.98375202 1.04723819] [1.01485662 1.06049728] [3.99205967 4.0154133 ] [1.02101727 4.01962367],[0.00107108 0.25757151 0.22296716 0.28937851 0.00107141 0.22794032],[[0.90610003 0.00390759]  [0.00390759 0.67313137]] [[ 0.61496368 -0.00356799]  [-0.00356799  0.73072216]] [[0.97981095 0.02085686]  [0.02085686 0.85965674]] [[ 0.57606149 -0.03211041]  [-0.03211041  0.79365868]],6,"{0: 0, 1: 254, 2: 227, 3: 283, 4: 0, 5: 236}",2,1,1
1000,11,250,1000,6,True,0.7983428770730462,4,4,[4.05116681 3.91604803] [1.01619933 0.91543494] [1.06742369 3.91705583] [4.01375505 0.92724872],[0.24043882 0.24747552 0.27740103 0.2325528  0.00106801 0.00106381],[[0.6084821  0.08864961]  [0.08864961 0.78210112]] [[0.74045127 0.0495979 ]  [0.0495979  0.60902798]] [[0.85945804 0.03291573]  [0.03291573 0.77192014]] [[0.6086855  0.05980326]  [0.05980326 0.67496211]],6,"{0: 242, 1: 249, 2: 275, 3: 234, 4: 0, 5: 0}",2,1,1
1000,12,250,1000,6,True,0.7893339607099312,4,4,[3.86365113 3.96887047] [0.89148849 0.98789097] [0.89313179 3.99507203] [3.85976025 0.95423111],[0.2822127  0.23102483 0.00106651 0.23173514 0.25289679 0.00106403],[[ 0.88868072 -0.04568511]  [-0.04568511  0.82057903]] [[ 0.623039   -0.04735305]  [-0.04735305  0.64709877]] [[ 0.59307258 -0.06673304]  [-0.06673304  0.67707706]] [[ 0.84034772 -0.05795874]  [-0.05795874  0.59949505]],6,"{0: 277, 1: 232, 2: 0, 3: 234, 4: 257, 5: 0}",2,1,1
1000,13,250,1000,6,True,0.7638857339679849,6,5,[0.99786032 3.97074528] [4.04100642 1.03418797] [4.0020774  4.04946972] [1.87717762 0.42291814] [1.82681337 4.99912172] [0.95279614 1.04923052],[0.25476474 0.26123759 0.2167472  0.03572037 0.00711376 0.22441634],[[0.86935941 0.25357675]  [0.25357675 0.74245709]] [[0.76747169 0.19733819]  [0.19733819 0.98481338]] [[0.70366843 0.25632791]  [0.25632791 0.64533592]] [[0.52158067 0.30336175]  [0.30336175 1.75235971]] [[ 2.40345076 -0.79924365]  [-0.79924365  3.58751635]] [[0.80100535 0.31810286]  [0.31810286 0.63729619]],6,"{0: 251, 1: 262, 2: 226, 3: 13, 4: 4, 5: 244}",5,2,3
1000,14,250,1000,6,True,0.8203288281821783,4,4,[3.81058126 0.99311836] [0.94293735 3.99128937] [3.92304035 3.97511456] [0.84048651 1.02169749],[0.26598492 0.24565113 0.0010699  0.00106789 0.24618616 0.24004   ],[[0.76086278 0.06826641]  [0.06826641 0.84113313]] [[0.63640427 0.04367596]  [0.04367596 0.77216878]] [[0.64512786 0.05738269]  [0.05738269 0.77719045]] [[0.56510363 0.09638798]  [0.09638798 0.85146146]],6,"{0: 262, 1: 247, 2: 0, 3: 0, 4: 249, 5: 242}",2,1,1
1000,15,250,1000,6,True,0.7739870836758247,4,4,[0.83004437 3.89136346] [3.76341708 0.97310083] [3.78899045 3.9485529 ] [0.80383234 0.92181975],[0.23958362 0.26405483 0.28205872 0.2121698  0.00106617 0.00106686],[[0.72147507 0.00767857]  [0.00767857 0.75359192]] [[1.08631337 0.02273707]  [0.02273707 0.5882118 ]] [[1.02952706 0.03203198]  [0.03203198 0.72492437]] [[0.76369329 0.03600346]  [0.03600346 0.55986801]],6,"{0: 240, 1: 262, 2: 285, 3: 213, 4: 0, 5: 0}",2,1,1
1000,16,250,1000,6,True,0.8011246865252802,4,4,[0.99356876 1.03742983] [4.03087677 4.00780563] [3.97489822 1.0464418 ] [1.06566965 4.02757689],[0.00107108 0.00107275 0.23501359 0.24953768 0.26022234 0.25308255],[[0.67563816 0.13665125]  [0.13665125 0.73830638]] [[0.79156426 0.15381857]  [0.15381857 0.7599847 ]] [[0.84179708 0.11255322]  [0.11255322 0.75715471]] [[0.81797415 0.13726422]  [0.13726422 0.79286062]],6,"{0: 0, 1: 0, 2: 237, 3: 249, 4: 262, 5: 252}",2,1,1
1000,17,250,1000,6,True,0.8200739611815643,5,4,[4.06246321 1.07605375] [0.07488402 1.95832371] [1.0802816 1.0639697] [1.06014249 4.03472476] [4.04291179 4.05657738],[0.24665396 0.00417663 0.23682994 0.25744532 0.25382658 0.00106757],[[0.722483   0.09908589]  [0.09908589 0.79524311]] [[4.52472952 0.98008269]  [0.98008269 2.05899028]] [[0.67119768 0.10182249]  [0.10182249 0.73427113]] [[0.63688378 0.06952867]  [0.06952867 0.88826204]] [[0.65337836 0.10366813]  [0.10366813 0.86677798]],6,"{0: 250, 1: 2, 2: 238, 3: 253, 4: 257, 5: 0}",4,1,3
1000,18,250,1000,6,True,0.7639127881938564,4,4,[1.0645922  3.91926106] [4.11774622 1.0588216 ] [4.07653726 4.00662936] [1.10274017 0.97189567],[0.26424659 0.24969606 0.22460997 0.00106808 0.00106705 0.25931225],[[0.92638098 0.08904301]  [0.08904301 0.88885829]] [[0.70230087 0.08067647]  [0.08067647 0.93809091]] [[0.68909425 0.0933449 ]  [0.0933449  0.75105934]] [[0.89912608 0.1173145 ]  [0.1173145  0.87530362]],6,"{0: 265, 1: 248, 2: 224, 3: 0, 4: 0, 5: 263}",2,1,1
1000,19,250,1000,6,True,0.8153955478665932,4,4,[1.08994269 4.0703957 ] [1.04569094 1.08743445] [4.05579065 4.08557722] [4.01623709 1.11177572],[0.0010688  0.25481472 0.25476588 0.2338138  0.25447016 0.00106664],[[0.83485449 0.11510797]  [0.11510797 0.68590659]] [[0.77153851 0.13429867]  [0.13429867 0.73819896]] [[0.7144796  0.13286411]  [0.13286411 0.66474291]] [[0.75160857 0.10910082]  [0.10910082 0.76274306]],6,"{0: 0, 1: 254, 2: 259, 3: 236, 4: 251, 5: 0}",2,1,1
10000,0,250,1000,6,True,0.784142495816116,4,4,[4.00036519 1.05756296] [0.98588168 4.01186799] [1.01269043 1.0196576 ] [3.97732347 4.07194665],[0.24584087 0.25445013 0.22884656 0.00106604 0.26873099 0.0010654 ],[[0.83106885 0.07528072]  [0.07528072 0.71673108]] [[0.70846813 0.06890236]  [0.06890236 0.81483258]] [[0.74326763 0.09811823]  [0.09811823 0.59315537]] [[0.86101228 0.10656217]  [0.10656217 0.85499966]],6,"{0: 247, 1: 249, 2: 235, 3: 0, 4: 269, 5: 0}",2,1,1
10000,1,250,1000,6,True,0.8762699575267301,5,4,[1.05357761 1.04710096] [2.466137   5.03530091] [4.04211973 1.05104742] [4.05244108 4.04918442] [1.06110418 4.04496454],[0.25185353 0.00106702 0.00556921 0.25258739 0.24217432 0.24674852],[[0.5706887  0.12101917]  [0.12101917 0.69268688]] [[ 1.80653362 -0.10343583]  [-0.10343583  4.03787292]] [[0.56599893 0.11482142]  [0.11482142 0.7055626 ]] [[0.5573663  0.12487348]  [0.12487348 0.60925058]] [[0.56572726 0.09281473]  [0.09281473 0.64301481]],6,"{0: 248, 1: 0, 2: 2, 3: 250, 4: 249, 5: 251}",4,3,1
10000,2,250,1000,6,True,0.7326221163265788,4,4,[1.00663047 0.79386888] [3.99051747 3.84546541] [3.98175654 0.85087505] [0.99496637 3.77112597],[0.21105335 0.27270919 0.00106717 0.24874024 0.00106791 0.26536215],[[0.70827241 0.14046183]  [0.14046183 0.61151985]] [[0.89164579 0.09337674]  [0.09337674 0.7739494 ]] [[0.92190438 0.09808818]  [0.09808818 0.6033493 ]] [[0.75730832 0.09905049]  [0.09905049 0.99990622]],6,"{0: 223, 1: 266, 2: 0, 3: 246, 4: 0, 5: 265}",2,1,1
10000,3,250,1000,6,True,0.7916110886057701,4,4,[3.80534286 4.03930012] [0.85854885 4.04704127] [0.79181542 1.0351519 ] [3.76380213 1.08350376],[0.25705893 0.00107061 0.00106917 0.23834726 0.21642267 0.28603136],[[0.94115695 0.23851174]  [0.23851174 0.70227345]] [[0.73916956 0.21609283]  [0.21609283 0.82992021]] [[0.59850515 0.19687628]  [0.19687628 0.73577173]] [[1.01660918 0.17737397]  [0.17737397 0.83270616]],6,"{0: 253, 1: 0, 2: 0, 3: 242, 4: 223, 5: 282}",2,1,1
10000,4,250,1000,6,True,0.7963111316693922,4,4,[0.95431257 0.95413948] [3.98738027 3.980653  ] [0.94359246 3.9237784 ] [3.96939356 0.97826141],[0.24099258 0.25568415 0.24807346 0.00106628 0.00106553 0.25311799],[[0.67268778 0.16417515]  [0.16417515 0.78218838]] [[0.73774243 0.16634401]  [0.16634401 0.83111614]] [[0.64354968 0.14555562]  [0.14555562 0.84628023]] [[0.76807905 0.1515578 ]  [0.1515578  0.78439093]],6,"{0: 242, 1: 257, 2: 249, 3: 0, 4: 0, 5: 252}",2,1,1
10000,5,250,1000,6,True,0.7943926449662845,4,4,[4.07447957 3.93533011] [1.08640738 0.94468739] [1.08716852 3.92179358] [4.06588273 0.96786494],[0.24840995 0.25637953 0.26941289 0.22366106 0.0010671  0.00106948],[[0.59147028 0.0202022 ]  [0.0202022  0.86355837]] [[0.80528709 0.02865658]  [0.02865658 0.68521067]] [[0.73500539 0.00798126]  [0.00798126 0.79326217]] [[0.56896695 0.00414631]  [0.00414631 0.69371668]],6,"{0: 248, 1: 255, 2: 270, 3: 227, 4: 0, 5: 0}",2,1,1
10000,6,250,1000,6,True,0.7565719537466016,4,4,[3.96115041 4.02416731] [0.98331776 4.00878552] [3.9698778  1.05321315] [0.992204   1.04681105],[0.25717776 0.001068   0.2358094  0.24895939 0.00106879 0.25591666],[[0.94138976 0.04650626]  [0.04650626 0.74011773]] [[0.80671167 0.02473022]  [0.02473022 0.68429426]] [[0.9187512  0.04244546]  [0.04244546 0.71940231]] [[0.95039968 0.06099785]  [0.06099785 0.7911794 ]],6,"{0: 253, 1: 0, 2: 240, 3: 247, 4: 0, 5: 260}",2,1,1
10000,7,250,1000,6,True,0.8417497046100113,4,4,[1.14923708 0.98766148] [4.16557264 3.95729399] [1.17199217 3.96542016] [4.13855096 0.97546625],[0.25492315 0.24594141 0.24520103 0.25179818 0.0010698  0.00106643],[[0.68073927 0.07913156]  [0.07913156 0.71475208]] [[0.68450494 0.09964656]  [0.09964656 0.65706203]] [[0.68722438 0.06731806]  [0.06731806 0.62701398]] [[0.67554792 0.07286191]  [0.07286191 0.68919382]],6,"{0: 256, 1: 248, 2: 244, 3: 252, 4: 0, 5: 0}",2,1,1
10000,8,250,1000,6,True,0.7818194177275792,4,4,[0.95556354 4.05281886] [3.93881914 1.05944406] [3.94850781 4.0243466 ] [0.95190078 1.10286878],[0.23244061 0.25307646 0.25815741 0.25418776 0.00107011 0.00106765],[[0.65514382 0.0405498 ]  [0.0405498  0.81813333]] [[0.7569961  0.06622972]  [0.06622972 0.86426446]] [[0.7934864  0.07060169]  [0.07060169 0.89008513]] [[0.70462072 0.07460704]  [0.07460704 0.96282572]],6,"{0: 237, 1: 251, 2: 260, 3: 252, 4: 0, 5: 0}",2,1,1
10000,9,250,1000,6,True,0.7527192567904389,5,4,[1.02758359 4.22540295] [4.0343943  1.25960045] [4.00254619 4.25373338] [1.03154919 1.21590443] [5.07486598 2.50527654],[0.23600183 0.26857582 0.21393506 0.27400824 0.00106619 0.00641286],[[0.76159391 0.0705146 ]  [0.0705146  0.67488685]] [[0.58391211 0.07840765]  [0.07840765 1.06286765]] [[0.62077489 0.11889127]  [0.11889127 0.67312734]] [[0.67312029 0.07800514]  [0.07800514 0.95185466]] [[ 3.89154559 -0.02939748]  [-0.02939748  1.89289184]],6,"{0: 232, 1: 268, 2: 222, 3: 275, 4: 0, 5: 3}",2,1,1
10000,10,250,1000,6,True,0.7818894679493975,4,4,[3.98406056 1.04639193] [1.01521016 1.05868205] [3.99315042 4.01448139] [1.02185598 4.01783663],[0.00106928 0.25709931 0.22264054 0.28939545 0.00107063 0.2287248 ],[[0.90555836 0.00377111]  [0.00377111 0.67216983]] [[ 0.61524849 -0.00353317]  [-0.00353317  0.7286167 ]] [[0.97833335 0.02079494]  [0.02079494 0.86091223]] [[ 0.57700145 -0.03199527]  [-0.03199527  0.79574067]],6,"{0: 0, 1: 254, 2: 227, 3: 283, 4: 0, 5: 236}",2,1,1
10000,11,250,1000,6,True,0.7983428770730462,4,4,[4.05139049 3.91706471] [1.01567642 0.91525479] [1.06790059 3.9168592 ] [4.01350474 0.92821855],[0.24000651 0.24727803 0.27757319 0.23300697 0.0010683  0.00106699],[[0.60800079 0.08897898]  [0.08897898 0.78076773]] [[0.73979654 0.04957837]  [0.04957837 0.60881719]] [[0.86007667 0.03291692]  [0.03291692 0.77224443]] [[0.60928389 0.06013436]  [0.06013436 0.67610245]],6,"{0: 242, 1: 249, 2: 275, 3: 234, 4: 0, 5: 0}",2,1,1
10000,12,250,1000,6,True,0.7893339607099312,4,4,[3.86454346 3.96966076] [0.89062087 0.98765116] [0.89396649 3.99477361] [3.85885201 0.95486928],[0.2816164  0.2306876  0.00106648 0.23206572 0.25349723 0.00106657],[[ 0.88736663 -0.04551068]  [-0.04551068  0.81927902]] [[ 0.62214555 -0.04730056]  [-0.04730056  0.64672435]] [[ 0.5938748  -0.06671208]  [-0.06671208  0.67773044]] [[ 0.84165354 -0.05779174]  [-0.05779174  0.60023986]],6,"{0: 277, 1: 232, 2: 0, 3: 234, 4: 257, 5: 0}",2,1,1
10000,13,250,1000,6,True,0.7638857339679849,6,5,[0.99705863 3.97099698] [4.04203675 1.03448053] [4.00189078 4.04911531] [1.88118289 0.41448143] [1.87280768 5.00957017] [0.95503198 1.05074081],[0.25388178 0.26093121 0.21652194 0.03533    0.00760286 0.22573221],[[0.86789095 0.2517554 ]  [0.2517554  0.73577466]] [[0.76634964 0.19755377]  [0.19755377 0.98530548]] [[0.70373791 0.25666719]  [0.25666719 0.64289561]] [[0.52458038 0.30640128]  [0.30640128 1.75329362]] [[ 2.42174669 -0.74638313]  [-0.74638313  3.51814936]] [[0.8027001  0.31772656]  [0.31772656 0.6393615 ]],6,"{0: 251, 1: 262, 2: 226, 3: 13, 4: 4, 5: 244}",5,2,3
10000,14,250,1000,6,True,0.8203288281821783,4,4,[3.81170906 0.99133725] [0.94246616 3.99302954] [3.9223617  3.97339343] [0.84154509 1.02362064],[0.2651458  0.24505101 0.00106989 0.00106821 0.24677687 0.24088822],[[0.75938579 0.06835398]  [0.06835398 0.83902381]] [[0.63581825 0.04361184]  [0.04361184 0.77026113]] [[0.6459301  0.05761199]  [0.05761199 0.77906907]] [[0.56621223 0.09648329]  [0.09648329 0.85370595]],6,"{0: 262, 1: 247, 2: 0, 3: 0, 4: 249, 5: 242}",2,1,1
10000,15,250,1000,6,True,0.7739870836758247,4,4,[0.82893466 3.89205049] [3.76532356 0.97280965] [3.78783242 3.94823556] [0.80577383 0.9225699 ],[0.23909615 0.26361596 0.28237067 0.21277927 0.00106836 0.0010696 ],[[0.72040357 0.00777298]  [0.00777298 0.75273826]] [[1.08393388 0.02277695]  [0.02277695 0.58792809]] [[1.03099383 0.03210859]  [0.03210859 0.72526659]] [[0.76562343 0.03625821]  [0.03625821 0.56060472]],6,"{0: 240, 1: 262, 2: 285, 3: 213, 4: 0, 5: 0}",2,1,1
